block,Total Employment
060373112002018,1
060373112002019,2
060373112002021,4
060373112002023,7
060373112002024,12
060373112002025,24
060373112002026,13
060373112002027,6
060373112002028,9
060373112002029,6
060373112002030,2
060373112003001,292
060373112003002,2
060373112003003,1
060373112003004,2
060373112003005,4
060373112003008,10
060373112003009,34
060373112003010,4
060373112003011,25
060373112003012,16
060373112003013,12
060373112003014,87
060373112003015,186
060373112003016,285
060373113001000,68
060373113001004,4
060373113001007,3
060373113001008,18
060373113001009,5
060373113001010,1
060373113001011,42
060373113001012,2
060373113001013,60
060373113001014,51
060373113001015,8
060373113001016,139
060373113001017,27
060373113002001,26
060373113002002,92
060373113002003,5
060373113002004,17
060373113002005,4
060373113002006,18
060373113002007,220
060373113002008,7
060373113002009,22
060373113002010,77
060373113002011,3
060373113002012,2
060373113002014,3
060373113002017,4
060373113002019,2
060373113002022,3
060373113002028,11
060373113002030,1
060373113002032,1
060373113002033,5
060373113002035,2
060373113003002,1
060373113003003,16
060373113003004,7
060373113003005,8
060373113003006,7
060373113003007,2
060373113003008,12
060373113003010,6
060373113003013,35
060373113003014,39
060373113003015,131
060373113003016,24
060373113003017,43
060373113003019,50
060373113003020,35
060373113003021,6
060373113003022,9
060373113003023,17
060373113003024,75
060373113003025,72
060373113003026,35
060373113003027,168
060373114001001,8
060373114001002,19
060373114001003,41
060373114001004,4
060373114001005,12
060373114001006,1
060373114001007,1
060373114001008,141
060373114001009,42
060373114001014,3
060373114001015,1
060373114001016,2
060373114001017,39
060373114001018,31
060373114001019,151
060373114001026,138
060373114001027,8
060373114002000,55
060373114002001,18
060373114002002,38
060373114002004,10
060373114002005,6
060373114002006,3
060373114002008,2
060373114002009,22
060373114002010,27
060373114002011,7
060373114002012,13
060373114002015,4
060373115001000,77
060373115001001,3
060373115001002,28
060373115001003,18
060373115001004,39
060373115001005,32
060373115001006,6
060373115001007,5
060373115001008,1
060373115001009,8
060373115001011,15
060373115001012,2
060373115001014,2627
060373115001017,2
060373115001018,1
060373115001020,3
060373115001021,1
060373115001027,5
060373115002000,6
060373115002001,8
060373115002002,1
060373115002003,10
060373115002004,5
060373115002005,1
060373115002007,5
060373115002008,7
060373115002009,8
060373115002010,48
060373115002011,3
060373115002012,3
060373115002013,12
060373115003000,30
060373115003001,25
060373115003002,10
060373115003003,20
060373115003004,26
060373115003005,237
060373115003006,69
060373115003007,4
060373115003008,2
060373115003010,7
060373115003013,73
060373115003014,8
060373115003015,5
060373115003016,5
060373115003017,8
060373115003021,2
060373115003022,17
060373115003023,2
060373115003025,21
060373115003029,170
060373116001000,50
060373116001001,106
060373116001002,53
060373116001003,61
060373116001004,3
060373116001006,64
060373116001010,20
060373116001013,3
060373116001014,2
060373116001017,1
060373116001018,5
060373116001019,8
060373116001020,4
060373116001021,290
060373116001023,285
060373116001026,20
060373116002001,3
060373116002002,9
060373116002004,82
060373116002006,28
060373116002007,3
060373116002012,5
060373116002013,2
060373116002014,2
060373116002017,2
060373116002021,44
060373116002022,2
060373116002024,430
060373116002026,1
060373116002027,45
060373116002031,13
060373116003000,176
060373116003001,262
060373116003003,223
060373116003004,40
060373116003006,101
060373116003007,334
060373116003008,998
060373116003009,17
060373116003010,176
060373116003011,151
060373116003012,2
060373116003013,2
060373116003014,59
060373116004000,5
060373116004001,5
060373116004003,8
060373116004004,60
060373116004005,2
060373116004006,7
060373116004007,6
060373116004008,6
060373116004009,5
060373116004010,12
060373116004011,65
060373116004012,15
060373116004013,73
060373116004014,4
060373116004015,1
060373116004017,17
060373116004018,65
060373116004019,12
060373116004020,41
060373116004021,1504
060373116004022,102
060373116004023,122
060373116004024,727
060373116004025,176
060373116004026,351
060373116004027,54
060373116005000,82
060373116005001,342
060373116005003,92
060373116005008,12
060373116005011,991
060373116005012,1
060373116005018,3
060373116005021,1
060373116005022,1
060373116005023,1
060373116005024,1
060373116005025,151
060373116005026,6
060373116005034,7314
060373116005036,1137
060373116005037,4026
060373116005039,15887
060373117001000,7
060373117001001,6
060373117001002,2
060373117001003,10
060373117001004,1
060373117001006,14
060373117001009,7
060373117001010,1
060373117001011,6604
060373117001012,390
060373117001016,11
060373117002000,123
060373117002001,12
060373117002002,100
060373117002003,56
060373117002004,597
060373117002005,36
060373117002006,66
060373117002008,7
060373117002010,1
060373117003000,3
060373117003001,8
060373117003002,5
060373117003003,1
060373117003004,9
060373117003005,113
060373117003006,103
060373117003009,4
060373117003010,49
060373117003011,11
060373117004000,793
060373117004002,66
060373117004004,4
060373117004005,10
060373117004008,1
060373117004009,4
060373117004010,2
060373117005000,1
060373117005001,18
060373117005004,3
060373117005005,2
060373117005009,2
060373117005010,2
060373117005012,2
060373117005016,5
060373117005017,2
060373117006000,2
060373117006001,16
060373117006002,3
060373117006003,4
060373117006005,4
060373117006007,65
060373117006008,29
060373117006009,1
060373117006010,1
060373117006011,7
060373117006012,12
060373117006014,42
060373117006015,86
060373117006016,3
060373117006017,6
060373117006021,17714
060373117006024,2
060373117006025,126
060373118011003,6
060373118011004,2
060373118011005,27
060373118011006,164
060373118011009,3
060373118011012,3
060373118011017,25
060373118011018,33
060373118011019,156
060373118011021,3
060373118011022,3
060373118011023,18
060373118011024,4
060373118011025,2
060373118011026,3
060373118011027,2
060373118011029,8
060373118012000,15
060373118012002,9
060373118012003,2
060373118012004,32
060373118012005,22
060373118012006,3
060373118012007,2
060373118012008,3
060373118012009,18
060373118012010,7
060373118012011,1
060373118012014,1
060373118012015,3
060373118012017,59
060373118012018,168
060373118021000,305
060373118021001,31
060373118021002,20
060373118021003,144
060373118021004,76
060373118021005,355
060373118021006,27
060373118021007,6
060373118021008,47
060373118021010,31
060373118021011,19
060373118021012,20
060373118021013,2
060373118021014,3
060373118021015,5
060373118021016,2
060373118021018,21
060373118021019,76
060373118021020,53
060373118022002,105
060373118022003,36
060373118022004,161
060373118022005,293
060373118022006,156
060373118022007,108
060373118022008,54
060373118022009,20
060373118022012,26
060373118022013,3
060373118022014,2
060373118022016,5
060373118022017,3
060373118022018,8
060373118022019,84
060373118022020,111
060373118022021,152
060373118022022,2
060373200001000,696
060373200001002,138
060373201001000,1
060373201001002,1
060373201001003,1
060373201001004,1
060373201001005,2
060373201001007,1
060373201001009,1
060373201001010,137
060373201001015,5
060373201001020,62
060373201002001,9
060373201002002,7
060373201002003,1
060373201002004,2
060373201002005,12
060373201002007,1
060373201002008,3
060373201002010,1
060373201002011,1
060373201002012,1
060373201003001,6
060373201003002,11
060373201003003,28
060373201003004,25
060373201003005,8
060373201003006,2
060373201003007,4
060373201003008,44
060373201003009,15
060373201004000,1297
060373201004001,198
060373201004002,2
060373201004004,357
060373201004006,3
060373201004007,56
060373201004008,225
060373201004009,3
060373201004010,1
060373201004011,18
060373201004012,20
060373201004013,6
060373201004014,41
060373201004015,307
060373202011000,6
060373202011001,49
060373202011002,196
060373202011004,1
060373202011008,1
060373202011009,3
060373202011010,78
060373202011012,28
060373202011013,572
060373202012001,15
060373202012003,1
060373202012004,153
060373202012005,75
060373202012007,1
060373202012010,1
060373202012011,3
060373202012012,17
060373202012016,249
060373202012017,3
060373202013000,4
060373202013001,5
060373202013002,7
060373202013003,4
060373202013004,3
060373202013005,2
060373202013008,1
060373202013009,30
060373202013010,32
060373202013011,2
060373202013013,31
060373202013014,108
060373202013015,66
060373202021000,176
060373202021002,4
060373202021003,1
060373202021004,7
060373202021005,1
060373202021006,7
060373202021007,17
060373202021009,2
060373202021010,2
060373202021011,2
060373202021013,7
060373202022000,4
060373202022002,3
060373202022003,1
060373202022004,16
060373202022005,4
060373202022007,3
060373202022009,2
060373202022011,1
060373202022014,1
060373202022016,1
060373202022017,1
060373202023001,22
060373202023002,10
060373202023003,1
060373202023004,22
060373202023005,35
060373202023006,49
060373202023007,1
060373202023008,4
060373202023009,24
060373202023010,101
060373202023011,28
060373202023012,54
060373202023013,3
060373202023014,2
060373202023015,14
060373202024000,3
060373202024002,6
060373202024003,124
060373202024004,364
060373202024006,3
060373202024009,13
060373202024010,137
060373202024011,70
060373202024012,128
060373202024013,18
060373202024014,22
060373202024015,118
060373202024016,86
060373203001000,4
060373203001001,12
060373203001003,2
060373203001004,3
060373203001005,2
060373203001006,2
060373203001011,3
060373203001015,236
060373203001016,5
060373203001017,12
060373203001018,38
060373203001019,4
060373203001020,12
060373203001021,5
060373203001022,13
060373203001023,14
060373203001024,2
060373203001025,7
060373203002000,190
060373203002001,66
060373203002002,4
060373203002003,19
